tcp_stream_name,timestamp,ip_len,payload_len,UAPRSF_tcp_flags
185.199.110.133:443-192.168.10.6:57654,1768687302.202777,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.202940,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.204737,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.204751,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.204928,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.205551,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.205584,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.205744,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.207428,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.207466,1476,1424,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.207493,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.207523,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.207611,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.209221,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.209252,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.209284,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.209314,1452,1400,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.209345,52,0,010000!
192.168.10.6:57654-185.199.110.133:443,1768687302.209468,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.216882,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.216917,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.217047,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.217495,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.217524,1476,1424,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.217558,1488,1436,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.217589,1488,1436,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.217624,52,0,010000!
192.168.10.6:57654-185.199.110.133:443,1768687302.217745,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.219417,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.219448,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.219569,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.219826,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.219855,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.219952,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.221036,1488,1436,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.221492,1488,1436,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.221602,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.221881,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.221919,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.222150,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.223569,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.223623,1476,1424,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.223687,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.223766,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.223776,52,0,010000!
192.168.10.6:57654-185.199.110.133:443,1768687302.223904,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.224978,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.225013,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.225185,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.225429,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.225454,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.225584,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.251610,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.251653,1476,1424,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.251705,1488,1436,011000!
185.199.110.133:443-192.168.10.6:57654,1768687302.251751,1488,1436,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.251864,52,0,010000!
192.168.10.6:57654-185.199.110.133:443,1768687302.251968,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.252876,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.252921,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.253044,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.253869,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.253960,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.254141,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.254777,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.254865,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.255065,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.256899,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.256994,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.257180,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.257476,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.257523,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.257935,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.259008,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.259039,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.259227,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.259889,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.259914,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.260057,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.260795,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.260821,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.260960,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.261330,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.261366,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.261468,52,0,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.262744,1500,1448,010000!
185.199.110.133:443-192.168.10.6:57654,1768687302.262780,1476,1424,011000!
192.168.10.6:57654-185.199.110.133:443,1768687302.262881,52,0,010000!
